id,name,avg_user_rating,user_ratings_count,reviews_count,added,avg_playtime,esrb_rating,release_year,release_month,release_quarter,critic_rating,rating_gap,genre_count,is_action,is_adventure,is_arcade,is_board_games,is_card,is_casual,is_educational,is_family,is_fighting,is_indie,is_massively_multiplayer,is_platformer,is_puzzle,is_rpg,is_racing,is_shooter,is_simulation,is_sports,is_strategy,platform_type,platform_count,store_count
3498,Grand Theft Auto V,4.47,7160,7275,22138,74,Mature,2013,9,3,4.6,-0.1299999999999999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,7,5
3328,The Witcher 3: Wild Hunt,4.64,6964,7077,21799,43,Mature,2015,5,2,4.6,0.040000000000000036,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,7,5
4200,Portal 2,4.59,5942,5998,20628,11,Everyone 10+,2011,4,2,4.75,-0.16000000000000014,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,multi_platform,6,4
4291,Counter-Strike: Global Offensive,3.57,3586,3624,18286,64,Mature,2012,8,3,4.05,-0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,4,3
5286,Tomb Raider (2013),4.06,4022,4054,17635,10,Mature,2013,3,1,4.3,-0.2400000000000002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,6,6
13536,Portal,4.49,4898,4942,17587,4,Teen,2007,10,4,4.5,-0.009999999999999787,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,multi_platform,7,2
12020,Left 4 Dead 2,4.09,3356,3381,17401,9,Mature,2009,11,4,4.45,-0.3600000000000003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,4,2
5679,The Elder Scrolls V: Skyrim,4.42,4803,4856,16596,46,Mature,2011,11,4,4.7,-0.28000000000000025,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,8,4
28,Red Dead Redemption 2,4.59,5296,5420,16462,21,Mature,2018,10,4,4.8,-0.20999999999999996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,3,4
4062,BioShock Infinite,4.38,4122,4164,15967,12,Mature,2013,3,1,4.7,-0.3200000000000003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,7,7
13537,Half-Life 2,4.48,3996,4021,15901,7,Mature,2004,11,4,4.8,-0.3199999999999994,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,6,2
802,Borderlands 2,4.01,3261,3281,15868,11,Mature,2012,9,3,4.45,-0.4400000000000004,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,multi_platform,7,6
3439,Life is Strange,4.12,3717,3764,15793,6,Mature,2015,1,1,4.15,-0.03000000000000025,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,9,7
4286,BioShock,4.36,3323,3367,14636,3,Mature,2007,8,3,4.8,-0.4399999999999995,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,4,5
32,Destiny 2,3.52,2648,2674,14542,6,Teen,2017,9,3,4.1,-0.5799999999999996,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,6,4
58175,God of War (2018),4.55,5002,5109,14234,15,Mature,2018,4,2,4.7,-0.15000000000000036,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,2,4
3070,Fallout 4,3.81,3362,3395,14126,38,Mature,2015,11,4,4.2,-0.3900000000000001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,4,3
3939,PAYDAY 2,3.52,2218,2239,14101,9,Adults Only,2013,8,3,3.95,-0.43000000000000016,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,3,5
1030,Limbo,4.14,3340,3380,14019,3,Teen,2010,7,3,4.4,-0.2600000000000007,5,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,multi_platform,11,9
11859,Team Fortress 2,3.68,2911,2940,13971,8,Mature,2007,10,4,4.6,-0.9199999999999995,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,pc_only,3,1
2454,DOOM (2016),4.38,3575,3614,13907,10,Mature,2016,5,2,4.25,0.1299999999999999,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,4,5
41494,Cyberpunk 2077,4.21,2857,2961,13644,29,Mature,2020,12,4,3.65,0.56,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,multi_platform,6,5
422,Terraria,4.07,2428,2454,13407,15,Teen,2011,5,2,4.05,0.020000000000000462,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,multi_platform,13,7
10213,Dota 2,3.07,2822,2861,13097,14,,2013,7,3,4.5,-1.4300000000000002,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pc_only,3,1
766,Warframe,3.42,2096,2110,13094,8,,2013,3,1,3.65,-0.22999999999999998,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,multi_platform,7,6
4459,Grand Theft Auto IV,4.26,3044,3076,13036,10,Mature,2008,4,2,4.75,-0.4900000000000002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,4,4
3272,Rocket League,3.93,2827,2849,12790,21,Everyone,2015,7,3,4.3,-0.36999999999999966,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,multi_platform,6,5
278,Horizon Zero Dawn,4.28,3729,3779,12701,11,Teen,2017,2,1,4.45,-0.16999999999999993,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,2,3
29028,Metro 2033,3.94,2242,2249,12644,2,Mature,2010,3,1,3.95,-0.010000000000000231,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,2,2
7689,Rise of the Tomb Raider,4.04,2756,2777,12266,14,,2015,11,4,4.3,-0.2599999999999998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,4,5
3287,Batman: Arkham Knight,4.24,2639,2663,12148,19,Mature,2015,6,2,4.05,0.1900000000000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,4,6
3192,Metal Gear Solid V: The Phantom Pain,4.16,2508,2527,12106,22,Mature,2015,9,3,4.55,-0.3899999999999997,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,5,4
290856,Apex Legends,3.64,2392,2418,11976,5,Teen,2019,2,1,4.0,-0.3599999999999999,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,5,4
16944,The Witcher 2: Assassins of Kings Enhanced Edition,4.16,2158,2174,11964,7,Mature,2012,4,2,4.4,-0.2400000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,3,4
17822,The Witcher: Enhanced Edition Director's Cut,4.06,2035,2050,11870,5,Mature,2008,9,3,4.3,-0.2400000000000002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pc_only,2,2
416,Grand Theft Auto: San Andreas,4.5,3925,3950,11852,2,Mature,2004,10,4,4.65,-0.15000000000000036,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,10,7
19103,Half-Life 2: Lost Coast,3.45,1164,1167,11678,1,Mature,2005,10,4,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pc_only,3,1
11973,Middle-earth: Shadow of Mordor,3.9,2520,2546,11665,13,Mature,2014,9,3,4.25,-0.3500000000000001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,7,6
23027,The Walking Dead: Season 1,4.36,2452,2475,11601,8,Mature,2012,4,2,4.6,-0.23999999999999932,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,10,9
9767,Hollow Knight,4.41,2623,2681,11597,7,Everyone 10+,2017,2,1,4.4,0.009999999999999787,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,multi_platform,6,5
41,Little Nightmares,4.04,1598,1630,11558,3,,2017,4,2,4.05,-0.009999999999999787,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,multi_platform,5,5
4427,BioShock 2,4.07,1941,1956,11475,3,,2010,2,1,4.4,-0.33000000000000007,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,7,5
18080,Half-Life,4.38,2384,2407,11412,3,Mature,1998,11,4,4.8,-0.41999999999999993,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,5,1
19710,Half-Life 2: Episode One,4.38,2023,2030,11337,4,Mature,2006,6,2,4.35,0.03000000000000025,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,5,2
11936,Half-Life 2: Deathmatch,3.28,906,909,11237,1,Mature,2004,11,4,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pc_only,3,1
19709,Half-Life 2: Episode Two,4.45,1977,1985,11233,5,Mature,2007,10,4,4.5,-0.04999999999999982,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,multi_platform,5,2
2551,Dark Souls III,4.4,2720,2748,11082,29,Mature,2016,4,2,4.45,-0.04999999999999982,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,3,3
10754,BioShock Remastered,4.24,1413,1430,10870,4,Mature,2016,9,3,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,5,6
654,Stardew Valley,4.4,2404,2435,10851,13,Everyone 10+,2016,2,1,4.45,-0.04999999999999982,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,multi_platform,9,7
4252,Mirror's Edge,4.07,2352,2375,10842,3,Teen,2008,11,4,4.05,0.020000000000000462,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,3,4
10035,Hitman,3.93,2007,2018,10832,7,Adults Only,2016,3,1,4.15,-0.2200000000000002,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,multi_platform,5,4
3612,Hotline Miami,4.38,2615,2642,10823,5,,2012,10,4,4.25,0.1299999999999999,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,multi_platform,6,4
3790,Outlast,3.75,1825,1837,10800,3,Mature,2013,9,3,4.0,-0.25,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,multi_platform,6,5
1447,Deus Ex: Mankind Divided,3.96,1997,2018,10724,7,Mature,2016,8,3,4.15,-0.1900000000000004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,5,4
4161,Far Cry 3,4.25,2929,2964,10655,16,Mature,2012,11,4,4.4,-0.15000000000000036,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,5,4
10142,PlayerUnknown’s Battlegrounds,3.27,1968,1991,10650,29,,2017,12,4,4.05,-0.7799999999999998,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,multi_platform,3,6
10533,Path of Exile,3.65,1631,1642,10604,6,,2013,10,4,4.3,-0.6499999999999999,4,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,multi_platform,3,4
9721,Garry's Mod,3.8,1592,1605,10403,14,Rating Pending,2004,12,4,,,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,pc_only,3,1
19487,Alan Wake,4.09,2254,2273,10401,5,Teen,2010,5,2,4.15,-0.0600000000000005,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,3,5
13668,Amnesia: The Dark Descent,3.65,1223,1242,10393,2,Mature,2010,9,3,4.25,-0.6000000000000001,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pc_only,3,3
11935,Half-Life Deathmatch: Source,3.21,728,729,10382,1,Mature,2006,5,2,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pc_only,3,1
3696,Wolfenstein: The New Order,4.18,2483,2504,10367,12,Mature,2014,5,2,4.05,0.1299999999999999,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,5,6
4332,Spec Ops: The Line,4.1,1927,1947,10353,5,Mature,2012,6,2,3.8,0.2999999999999998,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,4,5
58134,Marvel's Spider-Man,4.45,3626,3699,10308,6,Teen,2018,9,3,4.35,0.10000000000000053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,3,2
4386,Saints Row: The Third,3.95,2050,2066,10286,14,Mature,2011,11,4,4.2,-0.25,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,5,4
29177,Detroit: Become Human,4.33,3231,3296,10232,10,Mature,2018,5,2,3.95,0.3799999999999999,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,2,3
39,Prey,4.28,2210,2249,10167,10,Mature,2017,5,2,4.0,0.28000000000000025,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,multi_platform,3,5
5563,Fallout: New Vegas,4.43,2559,2580,10082,12,Mature,2010,10,4,4.2,0.22999999999999954,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,multi_platform,5,4
4828,Borderlands,3.82,2092,2109,10068,10,Adults Only,2009,10,4,4.05,-0.22999999999999998,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,multi_platform,3,4
12447,The Elder Scrolls V: Skyrim Special Edition,4.45,1955,1965,10019,9,Mature,2016,10,4,3.7,0.75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,3,3
864,Dishonored 2,4.26,1995,2017,9934,12,Mature,2016,11,4,4.3,-0.040000000000000036,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,3,4
9882,Don't Starve Together,3.77,1380,1393,9910,7,,2016,4,2,4.15,-0.38000000000000034,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,multi_platform,5,1
10243,Company of Heroes 2,3.09,868,872,9870,4,Mature,2013,6,2,4.0,-0.9100000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,pc_only,3,2
4248,Dishonored,4.38,2686,2716,9866,9,Mature,2012,9,3,4.55,-0.16999999999999993,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,5,3
17540,Injustice: Gods Among Us Ultimate Edition,3.53,1413,1418,9843,5,Mature,2013,11,4,4.0,-0.4700000000000002,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,multi_platform,5,2
12536,Hellblade: Senua's Sacrifice,4.23,2269,2324,9823,6,Mature,2017,8,3,4.15,0.08000000000000007,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,multi_platform,4,5
13633,Sid Meier's Civilization V,4.3,2000,2010,9730,27,Everyone 10+,2010,9,3,4.5,-0.20000000000000018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,pc_only,3,2
430,Grand Theft Auto: Vice City,4.44,3022,3039,9721,2,Mature,2002,10,4,4.7,-0.2599999999999998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,8,4
5583,Hitman: Absolution,3.75,1632,1645,9720,7,Mature,2012,11,4,3.95,-0.20000000000000018,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,6,4
3144,Super Meat Boy,3.98,1753,1764,9660,3,,2010,10,4,4.35,-0.36999999999999966,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,multi_platform,10,6
362,For Honor,3.3,1673,1682,9656,8,Mature,2017,2,1,3.8,-0.5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,multi_platform,3,4
4514,L.A. Noire,4.16,2046,2066,9652,7,Mature,2011,5,2,4.15,0.009999999999999787,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,6,5
3841,Assassin’s Creed IV: Black Flag,4.15,2593,2615,9617,25,Mature,2013,10,4,4.25,-0.09999999999999964,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,7,5
58812,Control,4.15,1983,2029,9564,6,Mature,2019,8,3,4.2,-0.04999999999999982,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,5,5
257201,Star Wars Jedi: Fallen Order,4.14,2234,2297,9538,8,Teen,2019,11,4,4.0,0.13999999999999968,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,4,4
11934,Counter-Strike: Source,3.75,1510,1516,9518,7,Mature,2004,11,4,4.4,-0.6500000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,pc_only,3,1
4570,Dead Space (2008),4.38,2175,2194,9449,3,Mature,2008,10,4,4.3,0.08000000000000007,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,4,5
2462,Uncharted 4: A Thief’s End,4.49,3642,3680,9424,0,Teen,2016,5,2,4.65,-0.16000000000000014,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,console_only,2,1
4806,Mass Effect 2,4.46,3021,3044,9378,22,Mature,2010,1,1,4.7,-0.2400000000000002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,4,4
3017,Just Cause 3,3.4,1564,1576,9338,7,Mature,2015,11,4,3.7,-0.30000000000000027,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,3,3
3604,Metro: Last Light Redux,4.13,1675,1695,9294,7,,2014,8,3,3.8,0.33000000000000007,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,6,7
3543,Borderlands: The Pre-Sequel,3.56,1367,1376,9270,6,,2014,10,4,3.75,-0.18999999999999995,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,multi_platform,6,5
50738,Death Stranding,4.32,2058,2112,9260,11,Mature,2019,11,4,4.2,0.1200000000000001,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,2,4
19301,Counter-Strike,4.05,1616,1623,9259,3,,2000,11,4,4.4,-0.35000000000000053,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,4,1
3603,Metro 2033 Redux,4.1,1897,1916,9203,6,Mature,2014,8,3,4.4,-0.3000000000000007,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,6,7
13535,Left 4 Dead,4.1,1678,1690,9179,5,Mature,2008,11,4,4.45,-0.35000000000000053,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,3,2
11142,BioShock 2 Remastered,4.0,1003,1011,9125,4,Mature,2016,9,3,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,5,5
3747,Metal Gear Solid V: Ground Zeroes,3.9,1704,1711,9092,3,,2014,3,1,4.0,-0.10000000000000009,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,5,5
108,Mortal Kombat X,3.86,2096,2106,8984,7,Mature,2015,4,2,3.8,0.06000000000000005,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,multi_platform,3,5
3636,The Last Of Us Remastered,4.69,2836,2865,8944,16,Mature,2014,7,3,4.75,-0.05999999999999961,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,console_only,1,1
10141,NieR:Automata,4.37,2129,2164,8936,13,Mature,2017,3,1,4.3,0.07000000000000028,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,4,2
274755,Hades,4.43,2007,2048,8931,10,Teen,2020,9,3,4.65,-0.22000000000000064,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,multi_platform,6,5
11147,ARK: Survival Of The Fittest,2.59,521,522,8917,1,Teen,2016,3,1,,,5,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,pc_only,5,3
4513,Just Cause 2,3.61,1358,1365,8902,3,Mature,2010,3,1,4.2,-0.5900000000000003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,4,4
4166,Mass Effect,4.39,2647,2668,8888,9,Mature,2007,11,4,4.45,-0.0600000000000005,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,4,4
326292,Fall Guys: Ultimate Knockout,3.73,1333,1359,8881,6,Everyone,2020,8,3,4.0,-0.27,5,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,multi_platform,5,5
46889,Monster Hunter: World,4.01,1617,1638,8791,15,Teen,2018,1,1,4.45,-0.4400000000000004,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,3,3
3191,Mad Max,3.78,1731,1749,8750,11,Mature,2015,8,3,3.65,0.1299999999999999,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,6,6
613,Bastion,4.15,1665,1684,8736,4,,2011,7,3,4.3,-0.14999999999999947,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,multi_platform,9,8
22509,Minecraft,4.43,3021,3078,8713,26,Everyone 10+,2009,5,2,4.15,0.27999999999999936,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,multi_platform,13,5
10989,Paladins,3.08,1409,1413,8686,6,Teen,2016,9,3,3.9,-0.8199999999999998,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,5,4
25,Middle-earth: Shadow of War,3.86,1368,1381,8685,13,Mature,2017,9,3,4.1,-0.23999999999999977,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,multi_platform,4,6
17576,Batman: Arkham City - Game of the Year Edition,4.4,1449,1454,8672,9,Teen,2012,9,3,4.55,-0.14999999999999947,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,6,3
9810,ARK: Survival Evolved,3.07,656,660,8657,6,,2015,6,2,3.5,-0.43000000000000016,5,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,multi_platform,7,7
480,Resident Evil 7: Biohazard,4.33,1943,1976,8642,10,Mature,2017,1,1,4.25,0.08000000000000007,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,5,3
923,Titanfall 2,4.31,2046,2082,8624,5,Mature,2016,10,4,4.35,-0.040000000000000036,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,3,3
10065,Cities: Skylines,4.12,1511,1522,8612,9,Everyone,2015,3,1,4.25,-0.1299999999999999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,multi_platform,6,5
3387,Bloodborne,4.41,2435,2470,8606,12,Mature,2015,3,1,4.6,-0.1899999999999995,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,console_only,1,1
3254,Journey,4.32,2434,2452,8561,2,,2012,3,1,4.6,-0.27999999999999936,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,multi_platform,4,4
17572,Batman: Arkham Asylum Game of the Year Edition,4.38,1566,1573,8544,8,,2010,3,1,4.55,-0.16999999999999993,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,multi_platform,4,3
9743,Unturned,2.73,1103,1106,8527,3,Teen,2014,7,3,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,6,4
45969,Warhammer: Vermintide 2,3.61,768,779,8495,7,Mature,2018,3,1,4.1,-0.48999999999999977,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,multi_platform,3,3
13910,XCOM: Enemy Unknown,4.2,1573,1581,8482,13,,2012,10,4,4.45,-0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,multi_platform,6,4
13627,Undertale,4.35,1850,1883,8475,5,Everyone 10+,2015,9,3,4.6,-0.25,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,multi_platform,8,5
13554,Fallout,4.2,1209,1221,8448,1,,1997,9,3,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pc_only,4,3
28179,SEGA Mega Drive and Genesis Classics,2.98,571,572,8410,2,Teen,2010,6,2,3.8,-0.8199999999999998,5,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,multi_platform,6,2
5525,Brutal Legend,3.65,1085,1090,8397,5,,2009,10,4,4.0,-0.3500000000000001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,multi_platform,7,7
18240,Brothers: A Tale of Two Sons,4.18,1628,1642,8394,3,Teen,2013,8,3,4.5,-0.3200000000000003,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,multi_platform,8,9
1416,Mafia II,4.24,2165,2182,8374,13,Mature,2010,8,3,3.85,0.3900000000000001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,4,4
23585,Far Cry 5,3.72,2124,2166,8366,19,Mature,2018,3,1,4.0,-0.2799999999999998,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,3,3
3687,Watch Dogs,3.59,2185,2201,8317,16,Mature,2014,5,2,3.85,-0.26000000000000023,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,6,6
51329,Shadow of the Tomb Raider,3.92,1630,1648,8308,10,Mature,2018,9,3,3.9,0.020000000000000018,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,5,4
2361,Psychonauts,4.04,975,991,8299,4,Teen,2005,4,2,4.35,-0.3099999999999996,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,multi_platform,10,6
28201,Metro Exodus,4.17,1678,1707,8294,6,Mature,2019,2,1,4.05,0.1200000000000001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,multi_platform,4,5
2743,Heavy Rain,4.12,2422,2437,8281,5,Mature,2010,2,1,4.0,0.1200000000000001,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multi_platform,3,4
1450,INSIDE,4.39,2531,2566,8276,4,Teen,2016,6,2,4.35,0.040000000000000036,5,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,multi_platform,6,7
